order_id,customer_region,product_category,order_date,ship_date,delivery_date,shipping_mode,shipping_cost,delivery_status,delivery_days,on_time_flag,delay_flag
OR15995,South,Home,2023-06-24,2023-06-27,2023-07-05,Standard,84,Delivered,8,1,0
OR15996,North,Electronics,2022-06-11,2022-06-14,2022-06-20,Express,228,Delivered,6,1,0
OR15997,North,Home,2025-01-13,2025-01-16,2025-01-23,Standard,64,Delivered,7,1,0
OR15998,East,Sports,2022-02-16,2022-02-17,2022-02-22,Standard,123,Returned,5,1,0
OR15999,East,Electronics,2024-03-05,2024-03-05,2024-03-09,Standard,104,Delivered,4,1,0
OR16000,North,Sports,2023-06-01,2023-06-04,2023-06-12,Standard,71,Delivered,8,1,0
OR16001,West,Beauty,2025-09-05,2025-09-06,2025-09-13,Standard,90,Delivered,7,1,0
OR16002,South,Home,2022-09-30,2022-10-01,2022-10-08,Same Day,379,Delivered,7,1,0
OR16003,East,Sports,2022-02-26,2022-03-01,2022-03-11,Standard,57,Delivered,10,1,0
OR16004,South,Home,2022-11-09,2022-11-09,2022-11-11,Express,204,Delivered,2,1,0
OR16005,Central,Electronics,2023-07-14,2023-07-14,2023-07-18,Standard,68,Delivered,4,1,0
OR16006,North,Home,2024-01-21,2024-01-24,2024-01-30,Standard,135,Delivered,6,1,0
OR16007,West,Sports,2022-12-10,2022-12-11,2022-12-18,Standard,89,Delivered,7,1,0
OR16008,Central,Sports,2024-06-14,2024-06-17,2024-06-23,Standard,127,Delivered,6,1,0
OR16009,Central,Beauty,2023-02-06,2023-02-06,2023-02-09,Standard,61,Delivered,3,1,0
OR16010,Central,Beauty,2022-10-25,2022-10-26,2022-10-31,Standard,52,Delivered,5,1,0
OR16011,North,Sports,2024-08-22,2024-08-25,2024-09-03,Express,130,Delayed,9,0,1
OR16012,East,Fashion,2025-01-13,2025-01-16,2025-01-26,Standard,51,Delivered,10,1,0
OR16013,North,Fashion,2024-07-01,2024-07-02,2024-07-06,Same Day,250,Delivered,4,1,0
OR16014,East,Fashion,2024-07-28,2024-07-29,2024-08-04,Same Day,263,Delivered,6,1,0
OR16015,Central,Grocery,2025-08-05,2025-08-06,2025-08-13,Express,140,Delayed,7,0,1
OR16016,Central,Beauty,2024-06-25,2024-06-26,2024-07-02,Express,206,Delivered,6,1,0
OR16017,West,Home,2022-06-17,2022-06-18,2022-06-23,Express,139,Delivered,5,1,0
OR16018,East,Fashion,2022-06-14,2022-06-15,2022-06-22,Standard,85,Delivered,7,1,0
OR16019,Central,Sports,2023-05-03,2023-05-06,2023-05-13,Standard,110,Delivered,7,1,0
OR16020,South,Sports,2023-06-24,2023-06-27,2023-07-07,Standard,138,Delivered,10,1,0
OR16021,West,Fashion,2025-02-04,2025-02-04,2025-02-07,Standard,113,Delivered,3,1,0
OR16022,North,Beauty,2023-03-06,2023-03-07,2023-03-13,Standard,97,Delivered,6,1,0
OR16023,West,Fashion,2024-04-25,2024-04-26,2024-05-02,Standard,133,Delivered,6,1,0
OR16024,South,Sports,2024-07-27,2024-07-30,2024-08-06,Express,118,Delivered,7,1,0
OR16025,East,Fashion,2024-01-06,2024-01-07,2024-01-11,Express,150,Delivered,4,1,0
OR16026,North,Beauty,2025-01-19,2025-01-20,2025-01-26,Standard,139,Delivered,6,1,0
OR16027,North,Grocery,2025-06-30,2025-07-03,2025-07-14,Standard,122,Delivered,11,1,0
OR16028,East,Grocery,2024-05-15,2024-05-16,2024-05-20,Express,243,Delivered,4,1,0
OR16029,West,Beauty,2024-02-15,2024-02-16,2024-02-20,Express,164,Delivered,4,1,0
OR16030,Central,Grocery,2023-07-09,2023-07-10,2023-07-15,Standard,95,Delivered,5,1,0
OR16031,West,Electronics,2024-03-11,2024-03-14,2024-03-20,Same Day,266,Delivered,6,1,0
OR16032,South,Grocery,2024-09-23,2024-09-24,2024-09-29,Standard,55,Delayed,5,0,1
OR16033,Central,Sports,2024-04-05,2024-04-06,2024-04-13,Standard,121,Delivered,7,1,0
OR16034,West,Beauty,2023-03-07,2023-03-08,2023-03-12,Standard,88,Delivered,4,1,0
OR16035,East,Electronics,2022-11-03,2022-11-04,2022-11-11,Express,101,Delivered,7,1,0
OR16036,South,Sports,2023-02-17,2023-02-18,2023-02-24,Express,213,Delivered,6,1,0
OR16037,South,Sports,2022-01-16,2022-01-19,2022-01-26,Express,89,Delivered,7,1,0
OR16038,South,Beauty,2025-09-09,2025-09-10,2025-09-16,Standard,109,Delivered,6,1,0
OR16039,Central,Beauty,2024-09-30,2024-10-01,2024-10-05,Same Day,342,Delivered,4,1,0
OR16040,North,Fashion,2025-09-30,2025-09-30,2025-10-03,Standard,145,Delivered,3,1,0
OR16041,Central,Beauty,2022-05-27,2022-05-30,2022-06-07,Standard,78,Delivered,8,1,0
OR16042,West,Home,2023-11-10,2023-11-10,2023-11-14,Standard,98,Delivered,4,1,0
OR16043,North,Grocery,2023-06-26,2023-06-26,2023-06-28,Same Day,324,Delivered,2,1,0
OR16044,West,Beauty,2024-11-17,2024-11-18,2024-11-24,Standard,98,Delayed,6,0,1
OR16045,North,Home,2024-02-20,2024-02-21,2024-02-25,Express,239,Delivered,4,1,0
OR16046,Central,Home,2022-03-08,2022-03-09,2022-03-13,Standard,139,Delivered,4,1,0
OR16047,South,Fashion,2023-07-24,2023-07-27,2023-08-05,Standard,130,Returned,9,1,0
OR16048,East,Home,2024-09-21,2024-09-22,2024-09-26,Standard,67,Delivered,4,1,0
OR16049,South,Grocery,2023-05-24,2023-05-25,2023-05-29,Express,188,Delivered,4,1,0
OR16050,Central,Electronics,2024-04-15,2024-04-16,2024-04-22,Same Day,338,Returned,6,1,0
OR16051,North,Sports,2025-12-29,2025-12-30,2026-01-05,Same Day,377,Delivered,6,1,0
OR16052,South,Grocery,2025-09-11,2025-09-14,2025-09-20,Standard,78,Delivered,6,1,0
OR16053,Central,Fashion,2022-01-01,2022-01-02,2022-01-09,Same Day,225,Delivered,7,1,0
OR16054,West,Electronics,2025-05-24,2025-05-25,2025-05-30,Standard,118,Delivered,5,1,0
OR16055,East,Fashion,2023-05-31,2023-06-03,2023-06-14,Same Day,286,Delivered,11,1,0
OR16056,South,Grocery,2025-07-19,2025-07-19,2025-07-23,Standard,76,Delivered,4,1,0
OR16057,North,Sports,2023-01-05,2023-01-05,2023-01-08,Standard,88,Delivered,3,1,0
OR16058,West,Home,2023-01-28,2023-01-31,2023-02-12,Same Day,245,Delivered,12,1,0
OR16059,Central,Beauty,2022-07-18,2022-07-19,2022-07-26,Same Day,208,Delayed,7,0,1
OR16060,East,Beauty,2024-12-12,2024-12-13,2024-12-18,Express,200,Delivered,5,1,0
OR16061,North,Home,2023-07-05,2023-07-06,2023-07-13,Express,146,Delivered,7,1,0
OR16062,Central,Fashion,2023-10-05,2023-10-08,2023-10-15,Standard,103,Delivered,7,1,0
OR16063,Central,Electronics,2023-12-12,2023-12-15,2023-12-21,Same Day,302,Delivered,6,1,0
OR16064,South,Beauty,2024-06-26,2024-06-26,2024-06-29,Standard,139,Delayed,3,0,1
OR16065,South,Sports,2023-05-30,2023-05-31,2023-06-04,Standard,56,Delivered,4,1,0
OR16066,North,Fashion,2025-09-12,2025-09-15,2025-09-21,Standard,56,Delivered,6,1,0
OR16067,Central,Sports,2024-11-12,2024-11-12,2024-11-15,Standard,112,Delivered,3,1,0
OR16068,South,Beauty,2024-07-22,2024-07-23,2024-07-30,Standard,101,Delayed,7,0,1
OR16069,East,Fashion,2025-05-23,2025-05-26,2025-06-04,Standard,52,Delivered,9,1,0
OR16070,East,Electronics,2024-12-01,2024-12-02,2024-12-07,Standard,64,Returned,5,1,0
OR16071,Central,Grocery,2022-05-13,2022-05-14,2022-05-21,Standard,131,Returned,7,1,0
OR16072,South,Home,2024-11-30,2024-12-03,2024-12-11,Standard,78,Delivered,8,1,0
OR16073,North,Sports,2025-10-24,2025-10-25,2025-10-30,Express,110,Delivered,5,1,0
OR16074,North,Sports,2025-12-31,2026-01-01,2026-01-06,Express,131,Delivered,5,1,0
OR16075,North,Electronics,2023-07-28,2023-07-29,2023-08-05,Standard,129,Delivered,7,1,0
OR16076,East,Sports,2025-09-24,2025-09-27,2025-10-05,Standard,144,Delivered,8,1,0
OR16077,South,Grocery,2023-01-17,2023-01-20,2023-01-27,Standard,51,Delivered,7,1,0
OR16078,South,Grocery,2023-02-12,2023-02-12,2023-02-16,Express,239,Delivered,4,1,0
OR16079,East,Electronics,2023-06-24,2023-06-25,2023-07-02,Standard,99,Delivered,7,1,0
OR16080,North,Fashion,2022-12-03,2022-12-06,2022-12-16,Same Day,388,Delivered,10,1,0
OR16081,North,Fashion,2022-01-09,2022-01-10,2022-01-15,Express,191,Delivered,5,1,0
OR16082,Central,Sports,2023-03-13,2023-03-13,2023-03-16,Express,151,Delivered,3,1,0
OR16083,West,Sports,2023-10-19,2023-10-20,2023-10-27,Standard,73,Delayed,7,0,1
OR16084,South,Electronics,2024-12-24,2024-12-24,2024-12-27,Standard,71,Delivered,3,1,0
OR16085,South,Grocery,2024-10-07,2024-10-10,2024-10-16,Express,117,Delivered,6,1,0
OR16086,South,Electronics,2022-09-28,2022-09-29,2022-10-05,Express,214,Returned,6,1,0
OR16087,West,Fashion,2023-09-15,2023-09-16,2023-09-21,Standard,55,Delivered,5,1,0
OR16088,Central,Grocery,2022-09-19,2022-09-22,2022-09-28,Same Day,208,Delivered,6,1,0
OR16089,West,Sports,2023-01-08,2023-01-09,2023-01-16,Standard,117,Delivered,7,1,0
OR16090,North,Fashion,2023-05-10,2023-05-11,2023-05-17,Express,91,Delivered,6,1,0
OR16091,North,Home,2024-07-02,2024-07-05,2024-07-17,Express,114,Delayed,12,0,1
OR16092,South,Fashion,2025-10-29,2025-11-01,2025-11-09,Express,145,Delivered,8,1,0
OR16093,East,Grocery,2024-01-29,2024-01-30,2024-02-04,Standard,72,Delivered,5,1,0
OR16094,South,Grocery,2023-09-18,2023-09-19,2023-09-24,Standard,109,Delivered,5,1,0
OR16095,East,Electronics,2022-04-24,2022-04-27,2022-05-07,Standard,74,Delivered,10,1,0
OR16096,West,Grocery,2025-05-30,2025-06-02,2025-06-10,Standard,62,Delivered,8,1,0
OR16097,North,Home,2023-12-24,2023-12-25,2023-12-30,Same Day,213,Returned,5,1,0
OR16098,East,Home,2023-07-24,2023-07-27,2023-08-07,Standard,124,Returned,11,1,0
OR16099,West,Grocery,2022-12-14,2022-12-14,2022-12-18,Standard,104,Delivered,4,1,0
OR16100,North,Sports,2022-01-23,2022-01-26,2022-02-05,Standard,128,Delayed,10,0,1
OR16101,East,Grocery,2023-04-17,2023-04-18,2023-04-22,Standard,110,Delivered,4,1,0
OR16102,South,Sports,2022-01-27,2022-01-28,2022-02-04,Express,213,Delivered,7,1,0
OR16103,South,Grocery,2023-08-10,2023-08-11,2023-08-18,Standard,92,Delivered,7,1,0
OR16104,South,Fashion,2024-11-04,2024-11-07,2024-11-17,Standard,136,Delivered,10,1,0
OR16105,West,Grocery,2023-02-18,2023-02-19,2023-02-26,Standard,88,Delivered,7,1,0
OR16106,South,Fashion,2023-01-25,2023-01-26,2023-02-01,Express,167,Delivered,6,1,0
OR16107,Central,Sports,2024-03-03,2024-03-06,2024-03-14,Express,242,Delivered,8,1,0
OR16108,North,Grocery,2022-01-31,2022-02-01,2022-02-07,Same Day,318,Delivered,6,1,0
OR16109,West,Sports,2024-02-18,2024-02-19,2024-02-24,Standard,120,Delayed,5,0,1
OR16110,South,Home,2024-09-01,2024-09-02,2024-09-07,Standard,132,Delivered,5,1,0
OR16111,North,Beauty,2024-05-29,2024-05-30,2024-06-04,Same Day,284,Delayed,5,0,1
OR16112,East,Electronics,2024-03-02,2024-03-05,2024-03-12,Express,164,Delivered,7,1,0
OR16113,South,Sports,2024-11-13,2024-11-13,2024-11-16,Standard,65,Delivered,3,1,0
OR16114,North,Fashion,2024-12-28,2024-12-31,2025-01-07,Express,198,Delivered,7,1,0
OR16115,Central,Electronics,2023-09-15,2023-09-18,2023-09-28,Same Day,245,Delayed,10,0,1
OR16116,East,Beauty,2022-04-04,2022-04-04,2022-04-06,Express,208,Delivered,2,1,0
OR16117,Central,Grocery,2024-10-16,2024-10-19,2024-10-25,Same Day,332,Delivered,6,1,0
OR16118,North,Fashion,2022-09-07,2022-09-10,2022-09-17,Express,101,Delivered,7,1,0
OR16119,Central,Electronics,2025-11-26,2025-11-26,2025-11-28,Standard,77,Delayed,2,0,1
OR16120,North,Electronics,2025-01-14,2025-01-15,2025-01-22,Express,97,Returned,7,1,0
OR16121,North,Sports,2022-01-28,2022-01-29,2022-02-03,Express,123,Returned,5,1,0
OR16122,Central,Grocery,2024-11-19,2024-11-22,2024-12-02,Standard,66,Delivered,10,1,0
OR16123,North,Grocery,2024-10-22,2024-10-23,2024-10-29,Standard,53,Delivered,6,1,0
OR16124,South,Grocery,2023-04-02,2023-04-05,2023-04-13,Express,141,Delayed,8,0,1
OR16125,North,Sports,2024-03-14,2024-03-15,2024-03-21,Standard,59,Delivered,6,1,0
OR16126,West,Sports,2024-02-28,2024-02-29,2024-03-05,Standard,138,Delivered,5,1,0
OR16127,North,Grocery,2022-03-03,2022-03-04,2022-03-10,Standard,104,Delivered,6,1,0
OR16128,West,Electronics,2024-08-07,2024-08-10,2024-08-17,Standard,89,Delivered,7,1,0
OR16129,North,Beauty,2022-01-28,2022-01-31,2022-02-10,Express,239,Delivered,10,1,0
OR16130,North,Grocery,2024-09-22,2024-09-23,2024-09-29,Standard,56,Delayed,6,0,1
OR16131,Central,Sports,2022-10-15,2022-10-16,2022-10-20,Express,244,Delivered,4,1,0
OR16132,South,Grocery,2025-04-24,2025-04-27,2025-05-03,Same Day,239,Delivered,6,1,0
OR16133,South,Sports,2023-08-05,2023-08-06,2023-08-10,Standard,90,Returned,4,1,0
OR16134,East,Grocery,2025-02-22,2025-02-23,2025-03-01,Standard,85,Delivered,6,1,0
OR16135,Central,Beauty,2025-03-20,2025-03-23,2025-03-29,Standard,130,Delivered,6,1,0
OR16136,Central,Electronics,2023-03-24,2023-03-27,2023-04-08,Standard,93,Delivered,12,1,0
OR16137,South,Electronics,2023-04-15,2023-04-18,2023-04-26,Same Day,399,Delivered,8,1,0
OR16138,Central,Sports,2024-11-08,2024-11-11,2024-11-20,Standard,83,Delivered,9,1,0
OR16139,South,Sports,2022-01-08,2022-01-11,2022-01-18,Standard,52,Delivered,7,1,0
OR16140,Central,Fashion,2022-09-12,2022-09-15,2022-09-25,Express,158,Delivered,10,1,0
OR16141,North,Home,2022-11-16,2022-11-16,2022-11-19,Same Day,278,Delivered,3,1,0
OR16142,South,Fashion,2022-07-24,2022-07-25,2022-07-31,Standard,60,Delivered,6,1,0
OR16143,South,Sports,2023-07-07,2023-07-10,2023-07-17,Standard,65,Delivered,7,1,0
OR16144,West,Beauty,2025-04-17,2025-04-18,2025-04-22,Standard,97,Delivered,4,1,0
OR16145,Central,Sports,2023-05-24,2023-05-27,2023-06-02,Express,103,Delivered,6,1,0
OR16146,Central,Grocery,2022-06-29,2022-06-30,2022-07-07,Standard,139,Returned,7,1,0
OR16147,South,Fashion,2022-03-13,2022-03-16,2022-03-24,Standard,149,Delivered,8,1,0
OR16148,North,Home,2024-01-01,2024-01-02,2024-01-09,Standard,89,Delivered,7,1,0
OR16149,North,Fashion,2024-01-17,2024-01-20,2024-01-27,Standard,114,Delivered,7,1,0
OR16150,North,Electronics,2025-07-06,2025-07-07,2025-07-12,Standard,144,Delivered,5,1,0
OR16151,Central,Electronics,2022-05-25,2022-05-25,2022-05-29,Standard,106,Delivered,4,1,0
OR16152,West,Fashion,2025-01-01,2025-01-04,2025-01-10,Standard,77,Delivered,6,1,0
OR16153,South,Beauty,2025-10-26,2025-10-27,2025-10-31,Same Day,372,Delivered,4,1,0
OR16154,East,Fashion,2024-12-29,2024-12-30,2025-01-05,Express,236,Delayed,6,0,1
OR16155,West,Beauty,2025-03-05,2025-03-08,2025-03-14,Standard,107,Delivered,6,1,0
OR16156,East,Sports,2024-07-10,2024-07-13,2024-07-20,Standard,144,Delivered,7,1,0
OR16157,West,Beauty,2025-04-14,2025-04-15,2025-04-19,Standard,75,Delivered,4,1,0
OR16158,North,Grocery,2022-03-25,2022-03-28,2022-04-04,Express,99,Delivered,7,1,0
OR16159,Central,Electronics,2022-10-09,2022-10-10,2022-10-16,Express,151,Delivered,6,1,0
OR16160,East,Home,2022-02-27,2022-03-02,2022-03-12,Standard,146,Delivered,10,1,0
OR16161,West,Grocery,2023-01-09,2023-01-12,2023-01-21,Standard,115,Delivered,9,1,0
OR16162,Central,Beauty,2024-08-20,2024-08-21,2024-08-27,Express,206,Returned,6,1,0
OR16163,East,Fashion,2023-03-18,2023-03-19,2023-03-26,Standard,106,Delivered,7,1,0
OR16164,South,Electronics,2024-03-03,2024-03-03,2024-03-07,Standard,117,Delivered,4,1,0
OR16165,West,Fashion,2023-08-31,2023-09-01,2023-09-06,Standard,62,Delivered,5,1,0
OR16166,South,Electronics,2024-01-06,2024-01-09,2024-01-17,Standard,118,Delivered,8,1,0
OR16167,North,Home,2022-01-06,2022-01-07,2022-01-12,Standard,109,Returned,5,1,0
OR16168,South,Grocery,2023-08-28,2023-08-31,2023-09-08,Standard,136,Returned,8,1,0
OR16169,South,Home,2023-06-03,2023-06-03,2023-06-06,Standard,135,Delivered,3,1,0
OR16170,West,Home,2023-03-22,2023-03-25,2023-04-01,Standard,115,Delayed,7,0,1
OR16171,North,Grocery,2022-01-30,2022-02-02,2022-02-12,Express,237,Delivered,10,1,0
OR16172,South,Beauty,2023-08-15,2023-08-18,2023-08-26,Standard,109,Delayed,8,0,1
OR16173,Central,Grocery,2025-05-13,2025-05-16,2025-05-24,Same Day,280,Delivered,8,1,0
OR16174,East,Beauty,2025-07-04,2025-07-07,2025-07-17,Standard,55,Delivered,10,1,0
OR16175,South,Home,2023-02-10,2023-02-10,2023-02-14,Standard,92,Delayed,4,0,1
OR16176,North,Fashion,2022-08-31,2022-09-03,2022-09-09,Standard,72,Delivered,6,1,0
OR16177,South,Grocery,2023-07-10,2023-07-13,2023-07-20,Same Day,224,Delivered,7,1,0
OR16178,East,Home,2022-01-09,2022-01-12,2022-01-21,Standard,139,Delivered,9,1,0
OR16179,North,Home,2022-01-22,2022-01-25,2022-02-04,Standard,94,Delivered,10,1,0
OR16180,West,Home,2023-11-12,2023-11-13,2023-11-19,Same Day,248,Delivered,6,1,0
OR16181,North,Fashion,2022-09-15,2022-09-16,2022-09-23,Express,193,Delayed,7,0,1
OR16182,West,Sports,2022-05-09,2022-05-12,2022-05-21,Same Day,374,Delivered,9,1,0
OR16183,North,Sports,2024-10-30,2024-11-02,2024-11-10,Express,115,Delivered,8,1,0
OR16184,East,Grocery,2022-06-27,2022-06-30,2022-07-07,Express,80,Delayed,7,0,1
OR16185,East,Sports,2024-01-18,2024-01-21,2024-01-27,Standard,88,Returned,6,1,0
OR16186,North,Electronics,2025-12-25,2025-12-28,2026-01-04,Standard,78,Delivered,7,1,0
OR16187,South,Beauty,2023-11-17,2023-11-20,2023-11-27,Standard,99,Delivered,7,1,0
OR16188,East,Grocery,2025-01-30,2025-02-02,2025-02-12,Express,161,Delivered,10,1,0
OR16189,West,Grocery,2024-07-04,2024-07-04,2024-07-06,Same Day,344,Delayed,2,0,1
OR16190,West,Home,2023-09-20,2023-09-23,2023-09-29,Same Day,281,Delivered,6,1,0
OR16191,Central,Beauty,2023-12-17,2023-12-18,2023-12-24,Standard,110,Delayed,6,0,1
OR16192,West,Electronics,2022-07-07,2022-07-08,2022-07-14,Standard,127,Delivered,6,1,0
OR16193,Central,Sports,2024-03-01,2024-03-04,2024-03-16,Standard,138,Returned,12,1,0
OR16194,North,Grocery,2024-04-09,2024-04-12,2024-04-18,Same Day,233,Delivered,6,1,0
OR16195,North,Beauty,2025-03-01,2025-03-04,2025-03-12,Same Day,376,Delivered,8,1,0
OR16196,North,Electronics,2025-03-24,2025-03-27,2025-04-05,Standard,99,Delayed,9,0,1
OR16197,South,Fashion,2022-11-09,2022-11-10,2022-11-14,Standard,54,Delivered,4,1,0
OR16198,South,Fashion,2025-09-09,2025-09-09,2025-09-13,Express,82,Delayed,4,0,1
OR16199,Central,Home,2022-11-18,2022-11-19,2022-11-24,Express,141,Delivered,5,1,0
OR16200,West,Electronics,2025-08-29,2025-09-01,2025-09-07,Standard,116,Returned,6,1,0
OR16201,West,Grocery,2022-02-12,2022-02-13,2022-02-18,Express,101,Delivered,5,1,0
OR16202,North,Fashion,2025-12-20,2025-12-23,2025-12-31,Same Day,223,Delivered,8,1,0
OR16203,East,Beauty,2024-01-08,2024-01-11,2024-01-18,Standard,66,Delivered,7,1,0
OR16204,South,Fashion,2023-06-08,2023-06-11,2023-06-22,Standard,105,Delivered,11,1,0
OR16205,South,Beauty,2022-04-01,2022-04-04,2022-04-13,Express,166,Delivered,9,1,0
OR16206,North,Sports,2023-03-14,2023-03-15,2023-03-21,Standard,144,Delivered,6,1,0
OR16207,South,Sports,2025-01-14,2025-01-17,2025-01-23,Standard,102,Delivered,6,1,0
OR16208,North,Electronics,2024-05-24,2024-05-27,2024-06-04,Standard,131,Delivered,8,1,0
OR16209,Central,Sports,2022-10-18,2022-10-21,2022-10-29,Standard,134,Delivered,8,1,0
OR16210,West,Electronics,2025-12-18,2025-12-19,2025-12-25,Standard,79,Delivered,6,1,0
OR16211,East,Grocery,2024-08-06,2024-08-09,2024-08-16,Express,181,Delivered,7,1,0
OR16212,West,Grocery,2022-10-15,2022-10-16,2022-10-23,Standard,65,Delivered,7,1,0
OR16213,West,Grocery,2022-07-31,2022-08-03,2022-08-12,Express,222,Delivered,9,1,0
OR16214,Central,Sports,2025-11-13,2025-11-16,2025-11-25,Express,128,Delayed,9,0,1
OR16215,South,Sports,2022-08-07,2022-08-08,2022-08-13,Express,156,Delivered,5,1,0
OR16216,East,Home,2022-12-12,2022-12-15,2022-12-21,Express,199,Delayed,6,0,1
OR16217,South,Fashion,2024-10-31,2024-11-03,2024-11-09,Standard,89,Delivered,6,1,0
OR16218,West,Beauty,2024-11-18,2024-11-19,2024-11-23,Express,138,Delayed,4,0,1
OR16219,North,Grocery,2023-09-12,2023-09-13,2023-09-19,Same Day,321,Delivered,6,1,0
OR16220,West,Sports,2023-10-22,2023-10-23,2023-10-27,Express,187,Delivered,4,1,0
OR16221,South,Fashion,2022-02-12,2022-02-13,2022-02-20,Standard,76,Delivered,7,1,0
OR16222,West,Grocery,2023-08-05,2023-08-06,2023-08-10,Standard,143,Delivered,4,1,0
OR16223,North,Grocery,2022-05-16,2022-05-17,2022-05-23,Standard,55,Delivered,6,1,0
OR16224,Central,Beauty,2025-04-11,2025-04-14,2025-04-20,Same Day,256,Delivered,6,1,0
OR16225,South,Fashion,2023-01-02,2023-01-03,2023-01-08,Express,247,Delivered,5,1,0
OR16226,West,Fashion,2025-04-28,2025-04-29,2025-05-03,Standard,146,Delivered,4,1,0
OR16227,South,Sports,2023-11-26,2023-11-27,2023-12-03,Standard,66,Delivered,6,1,0
OR16228,Central,Fashion,2025-12-16,2025-12-19,2025-12-30,Express,102,Returned,11,1,0
OR16229,West,Fashion,2024-05-10,2024-05-11,2024-05-17,Express,120,Delivered,6,1,0
OR16230,West,Sports,2022-07-13,2022-07-13,2022-07-16,Standard,119,Delivered,3,1,0
OR16231,South,Grocery,2024-03-11,2024-03-14,2024-03-21,Express,236,Delivered,7,1,0
OR16232,South,Beauty,2024-02-18,2024-02-18,2024-02-20,Standard,100,Returned,2,1,0
OR16233,North,Fashion,2022-06-18,2022-06-19,2022-06-25,Express,219,Returned,6,1,0
OR16234,Central,Beauty,2024-06-19,2024-06-22,2024-06-28,Standard,61,Returned,6,1,0
OR16235,North,Home,2024-06-18,2024-06-21,2024-06-29,Express,214,Delivered,8,1,0
OR16236,West,Electronics,2025-05-27,2025-05-28,2025-06-02,Standard,130,Delayed,5,0,1
OR16237,South,Beauty,2024-08-21,2024-08-22,2024-08-29,Standard,110,Delivered,7,1,0
OR16238,West,Fashion,2023-02-25,2023-02-26,2023-03-04,Standard,82,Delivered,6,1,0
OR16239,West,Beauty,2025-02-12,2025-02-15,2025-02-25,Express,130,Delivered,10,1,0
OR16240,East,Fashion,2023-05-16,2023-05-17,2023-05-22,Express,128,Delayed,5,0,1
OR16241,East,Electronics,2024-11-02,2024-11-05,2024-11-14,Same Day,282,Delivered,9,1,0
OR16242,West,Home,2022-05-29,2022-05-30,2022-06-05,Standard,59,Delivered,6,1,0
OR16243,South,Beauty,2022-09-24,2022-09-25,2022-09-30,Express,87,Delivered,5,1,0
OR16244,West,Grocery,2022-01-14,2022-01-17,2022-01-23,Standard,132,Delivered,6,1,0
OR16245,East,Home,2025-06-27,2025-06-30,2025-07-06,Standard,98,Delivered,6,1,0
OR16246,South,Electronics,2023-02-24,2023-02-27,2023-03-07,Standard,118,Delivered,8,1,0
OR16247,West,Beauty,2025-11-21,2025-11-22,2025-11-27,Express,228,Delivered,5,1,0
OR16248,Central,Fashion,2023-08-04,2023-08-05,2023-08-12,Standard,65,Delivered,7,1,0
OR16249,Central,Grocery,2025-07-24,2025-07-27,2025-08-07,Standard,57,Delivered,11,1,0
OR16250,West,Home,2025-10-08,2025-10-09,2025-10-14,Standard,138,Delivered,5,1,0
OR16251,South,Home,2025-02-05,2025-02-05,2025-02-07,Standard,116,Delivered,2,1,0
OR16252,West,Grocery,2022-07-11,2022-07-11,2022-07-15,Express,144,Delivered,4,1,0
OR16253,West,Home,2024-08-08,2024-08-08,2024-08-12,Same Day,203,Delivered,4,1,0
OR16254,East,Electronics,2025-01-09,2025-01-12,2025-01-19,Express,147,Delivered,7,1,0
OR16255,Central,Grocery,2024-05-08,2024-05-09,2024-05-16,Express,137,Delayed,7,0,1
OR16256,East,Electronics,2023-03-11,2023-03-14,2023-03-22,Standard,73,Delivered,8,1,0
